a_id;x_accel;y_accel;z_accel;timestamp
2;516;660;338;1466951571.9116664
2;457;780;526;1466951571.932426
2;460;790;788;1466951571.9529188
2;688;696;916;1466951571.9730337
2;494;576;832;1466951571.9930806
2;375;542;716;1466951572.0131826
2;615;592;712;1466951572.0333402
2;567;562;724;1466951572.0535216
2;472;520;712;1466951572.0738235
2;506;530;678;1466951572.094208
2;532;532;656;1466951572.1145308
2;523;524;634;1466951572.1349802
2;507;522;648;1466951572.1552067
2;495;522;704;1466951572.175438
2;529;544;744;1466951572.1957269
2;554;562;736;1466951572.2161317
2;488;556;786;1466951572.2366257
2;509;566;798;1466951572.256969
2;510;576;756;1466951572.2772117
2;469;584;770;1466951572.297541
2;535;604;672;1466951572.3179166
2;532;586;554;1466951572.3380184
2;513;596;496;1466951572.3581424
2;511;584;454;1466951572.3783042
2;529;576;402;1466951572.398682
2;554;564;336;1466951572.4190793
2;508;548;320;1466951572.4395103
2;481;554;294;1466951572.4599826
2;516;546;284;1466951572.4802747
2;531;510;330;1466951572.5005956
2;507;464;412;1466951572.520954
2;479;432;472;1466951572.5413482
2;492;426;480;1466951572.5621355
2;514;448;444;1466951572.5826995
2;529;480;368;1466951572.602842
2;548;522;332;1466951572.6230698
2;555;546;298;1466951572.6431427
2;551;570;298;1466951572.6631885
2;526;644;352;1466951572.6832302
2;468;714;500;1466951572.7034054
2;433;750;668;1466951572.7237456
2;521;648;918;1466951572.7440495
2;527;556;762;1466951572.764311
2;486;560;720;1466951572.7847695
2;498;564;738;1466951572.805249
2;550;570;750;1466951572.8258772
2;551;564;746;1466951572.846291
2;553;550;696;1466951572.8670564
2;518;532;650;1466951572.8879635
2;517;522;652;1466951572.9082031
2;505;516;656;1466951572.9285307
2;514;522;644;1466951572.9488757
2;504;526;674;1466951572.9692235
2;506;528;728;1466951572.9897368
2;505;544;798;1466951573.0101583
2;463;566;846;1466951573.0303738
2;503;590;818;1466951573.0507004
2;524;586;748;1466951573.0713408
2;497;584;728;1466951573.0918577
2;508;614;608;1466951573.112622
2;534;594;526;1466951573.1331406
2;542;594;504;1466951573.153407
2;559;620;440;1466951573.1737533
2;585;566;378;1466951573.1941462
2;528;542;354;1466951573.2145808
2;459;516;320;1466951573.2348948
2;468;518;304;1466951573.2553203
2;517;510;322;1466951573.2754118
2;533;490;376;1466951573.2960584
2;511;460;424;1466951573.316616
2;494;442;450;1466951573.337413
2;500;442;434;1466951573.3579943
2;515;474;394;1466951573.3781903
2;533;510;352;1466951573.3984032
2;546;536;328;1466951573.4187825
2;540;546;308;1466951573.4390035
2;538;570;300;1466951573.4594676
2;532;636;380;1466951573.4799495
2;454;682;522;1466951573.5003924
2;446;728;670;1466951573.5208986
2;444;648;840;1466951573.5413468
2;586;614;826;1466951573.5616705
2;519;570;850;1466951573.5821438
2;468;562;702;1466951573.602501
2;577;564;708;1466951573.62281
2;542;534;742;1466951573.6430607
2;483;502;702;1466951573.6632917
2;486;506;628;1466951573.683573
2;513;508;620;1466951573.7039616
2;510;506;620;1466951573.7243717
2;508;510;624;1466951573.7448187
2;467;508;640;1466951573.7653527
2;497;530;714;1466951573.7858462
2;517;548;834;1466951573.806438
2;467;578;904;1466951573.8267918
2;520;610;860;1466951573.8472774
2;491;580;804;1466951573.8675249
2;474;588;730;1466951573.888228
2;500;616;632;1466951573.9085453
2;517;628;508;1466951573.9289012
2;513;616;446;1466951573.9492552
2;499;598;454;1466951573.9696877
2;547;592;396;1466951573.9902306
2;556;588;354;1466951574.0105329
2;516;580;296;1466951574.031185
2;516;578;238;1466951574.0516882
2;535;542;262;1466951574.0721176
2;511;488;362;1466951574.0926092
2;488;452;454;1466951574.1130133
2;498;440;474;1466951574.1331565
2;517;460;422;1466951574.1533806
2;531;494;372;1466951574.173527
2;568;528;356;1466951574.193681
2;563;536;374;1466951574.213961
2;547;548;342;1466951574.234257
2;512;564;360;1466951574.254443
2;433;584;426;1466951574.274751
2;449;636;522;1466951574.295104
2;522;708;634;1466951574.315459
2;425;644;902;1466951574.335705
2;541;570;882;1466951574.3561192
2;553;562;762;1466951574.3762257
2;549;572;696;1466951574.3965585
2;507;554;704;1466951574.4167347
2;543;536;736;1466951574.4371324
2;524;526;688;1466951574.4574797
2;515;528;634;1466951574.4777339
2;475;514;650;1466951574.4980533
2;505;526;698;1466951574.5181801
2;521;532;708;1466951574.5382242
2;504;534;754;1466951574.55841
2;505;548;752;1466951574.5786002
2;498;550;758;1466951574.5988266
2;502;562;742;1466951574.6191561
2;504;556;772;1466951574.6394804
2;501;578;744;1466951574.6599748
2;485;586;650;1466951574.6803858
2;483;584;590;1466951574.701043
2;510;584;564;1466951574.7215605
2;562;596;520;1466951574.7423115
2;574;608;484;1466951574.7624457
2;556;600;428;1466951574.7827356
2;516;580;292;1466951574.8029108
2;500;584;190;1466951574.8229523
2;503;588;198;1466951574.8429859
2;517;540;278;1466951574.8630857
2;503;476;390;1466951574.8832638
2;488;436;462;1466951574.9034257
2;479;432;484;1466951574.9236412
2;503;456;422;1466951574.9439127
2;539;490;370;1466951574.9641714
2;574;516;352;1466951574.9846158
2;558;512;362;1466951575.004952
2;505;524;378;1466951575.0255191
2;488;550;406;1466951575.0456371
2;461;600;476;1466951575.0662324
2;492;648;598;1466951575.0863755
2;503;654;762;1466951575.1065052
2;491;584;864;1466951575.1266932
2;474;546;766;1466951575.1468983
2;529;548;672;1466951575.1671858
2;506;548;690;1466951575.1873274
2;513;542;730;1466951575.2077208
2;510;528;748;1466951575.2280064
2;528;538;636;1466951575.2481484
2;510;528;638;1466951575.2683465
2;506;516;668;1466951575.2885513
2;491;524;680;1466951575.3087595
2;511;538;716;1466951575.3289795
2;515;546;740;1466951575.349188
2;514;550;766;1466951575.369667
2;475;554;792;1466951575.3899286
2;481;564;772;1466951575.4101508
2;512;556;718;1466951575.4305077
2;487;540;684;1466951575.4506598
2;479;546;632;1466951575.4708335
2;454;558;608;1466951575.4911652
2;486;568;564;1466951575.5112875
2;514;574;526;1466951575.5316935
2;534;584;504;1466951575.5519936
2;560;588;456;1466951575.57295
2;573;586;370;1466951575.5930624
2;537;588;266;1466951575.6131418
2;524;600;194;1466951575.6331832
2;533;582;192;1466951575.6535783
2;529;510;334;1466951575.673934
2;494;454;458;1466951575.6942995
2;494;424;492;1466951575.7146516
2;510;438;456;1466951575.7351046
2;514;460;388;1466951575.7554934
2;544;496;330;1466951575.7758005
2;562;522;348;1466951575.7964327
2;567;538;338;1466951575.817152
2;530;556;360;1466951575.83786
2;419;580;462;1466951575.8581526
2;452;608;544;1466951575.8782165
2;579;658;576;1466951575.898263
2;547;692;696;1466951575.918324
2;418;586;828;1466951575.9385753
2;486;574;768;1466951575.9592416
2;548;584;728;1466951575.979675
2;536;596;696;1466951576.0001297
2;570;596;770;1466951576.0203898
2;515;626;684;1466951576.040716
2;529;528;706;1466951576.061122
2;535;524;576;1466951576.081643
2;504;508;560;1466951576.1021564
2;494;506;624;1466951576.1226141
2;510;522;646;1466951576.1429987
2;518;538;686;1466951576.163205
2;540;546;742;1466951576.1832557
2;526;546;732;1466951576.203389
2;492;544;724;1466951576.2235453
2;482;542;776;1466951576.2438293
2;558;560;686;1466951576.2639441
2;522;544;638;1466951576.2844439
2;448;526;610;1466951576.304916
2;431;530;590;1466951576.3253224
2;490;554;588;1466951576.3455586
2;537;568;536;1466951576.365896
2;537;556;452;1466951576.3865116
2;504;544;456;1466951576.4067814
2;518;544;440;1466951576.4275274
2;568;560;368;1466951576.447811
2;591;550;284;1466951576.4679887
2;553;548;258;1466951576.4881797
2;518;538;294;1466951576.5082765
2;500;520;344;1466951576.5283275
2;511;504;362;1466951576.548665
2;529;508;358;1466951576.568859
2;541;524;336;1466951576.5890794
2;556;548;332;1466951576.60926
2;545;570;374;1466951576.6296945
2;493;594;454;1466951576.6502342
2;461;616;514;1466951576.6704404
2;425;630;596;1466951576.691037
2;522;668;742;1466951576.7117026
2;553;572;902;1466951576.7323565
2;395;520;674;1466951576.7529612
2;488;550;744;1466951576.7730932
2;576;576;750;1466951576.7932749
2;512;546;746;1466951576.813469
2;498;540;712;1466951576.8337336
2;514;542;700;1466951576.854112
2;545;536;666;1466951576.8742816
2;514;520;664;1466951576.8947308
2;481;510;682;1466951576.9151886
2;505;518;690;1466951576.935706
2;502;522;710;1466951576.9562762
2;494;530;766;1466951576.9765484
2;496;542;768;1466951576.9970386
2;469;546;780;1466951577.0173922
2;489;556;744;1466951577.038391
2;516;554;644;1466951577.0586858
2;461;546;608;1466951577.079033
2;466;554;570;1466951577.0994692
2;530;570;504;1466951577.1199493
2;565;580;466;1466951577.1402798
2;553;554;448;1466951577.1609285
2;515;542;420;1466951577.181288
2;501;534;380;1466951577.2015233
2;535;540;302;1466951577.2217228
2;544;542;258;1466951577.2421346
2;528;538;268;1466951577.2624311
2;498;518;318;1466951577.2835267
2;519;506;358;1466951577.3038194
2;529;510;384;1466951577.3243573
2;548;526;362;1466951577.3447
2;547;540;368;1466951577.365172
2;542;558;376;1466951577.3857296
2;490;568;410;1466951577.4060967
2;421;590;482;1466951577.4266636
2;426;616;534;1466951577.4472008
2;528;704;688;1466951577.4676757
2;588;662;918;1466951577.4881318
2;392;526;716;1466951577.5082643
2;523;540;742;1466951577.5283103
2;587;554;696;1466951577.5484881
2;462;516;716;1466951577.568848
2;472;518;712;1466951577.5890858
2;539;534;700;1466951577.6093364
2;515;518;640;1466951577.6296732
2;499;510;630;1466951577.6500149
2;501;512;654;1466951577.670607
2;495;518;696;1466951577.6911647
2;502;530;746;1466951577.711364
2;502;546;818;1466951577.7320595
2;511;566;800;1466951577.7524283
2;500;564;774;1466951577.7727647
2;490;562;754;1466951577.7931623
2;469;562;684;1466951577.8133097
2;481;588;638;1466951577.8333704
2;518;606;570;1466951577.8543303
2;538;610;480;1466951577.8747375
2;557;590;398;1466951577.8953342
2;533;564;394;1466951577.915621
2;529;544;392;1466951577.9362257
2;531;536;364;1466951577.95683
2;524;530;318;1466951577.9773304
2;501;518;282;1466951577.9976325
2;488;512;294;1466951578.0181959
2;503;498;350;1466951578.0383184
2;511;486;392;1466951578.0584817
2;514;484;400;1466951578.078809
2;519;488;386;1466951578.0994065
2;534;508;364;1466951578.1198251
2;551;516;362;1466951578.1402516
2;540;540;404;1466951578.1605637
2;469;560;490;1466951578.1811569
2;463;566;512;1466951578.2015262
2;511;632;550;1466951578.2217941
2;496;642;730;1466951578.242166
2;476;564;850;1466951578.2627077
2;497;566;772;1466951578.2829182
2;550;562;730;1466951578.303215
2;487;542;678;1466951578.3233657
2;532;544;714;1466951578.3434372
2;511;528;702;1466951578.3636396
2;497;520;664;1466951578.383941
2;510;530;640;1466951578.4043417
2;507;524;670;1466951578.4247925
2;513;528;674;1466951578.4449809
2;511;532;690;1466951578.4654644
2;494;528;742;1466951578.4858532
2;517;542;750;1466951578.5061638
2;509;548;736;1466951578.5266476
2;476;542;754;1466951578.5469508
2;509;544;732;1466951578.5674148
2;503;546;702;1466951578.5875835
2;493;542;664;1466951578.6082013
2;509;546;610;1466951578.628422
2;514;562;564;1466951578.648669
2;516;562;516;1466951578.6690423
2;527;562;478;1466951578.6894612
2;537;554;454;1466951578.709942
2;533;538;452;1466951578.7304428
2;536;536;412;1466951578.750793
2;523;536;354;1466951578.7713008
2;507;542;274;1466951578.7917774
2;522;548;248;1466951578.8121736
2;523;538;300;1466951578.8324995
2;524;516;374;1466951578.8528237
2;519;488;426;1466951578.8731446
2;524;474;436;1466951578.8934076
2;525;488;406;1466951578.9135685
2;539;508;378;1466951578.9339187
2;563;532;346;1466951578.9541636
2;547;532;334;1466951578.9745371
2;492;544;356;1466951578.9949539
2;432;566;418;1466951579.0153265
2;461;616;494;1466951579.0356045
2;483;640;642;1466951579.0558772
2;505;600;710;1466951579.076504
2;505;602;732;1466951579.096812
2;514;574;902;1466951579.117291
2;498;548;760;1466951579.1376867
2;535;542;660;1466951579.1584284
2;541;536;668;1466951579.178595
2;494;520;716;1466951579.1989455
2;469;510;720;1466951579.2193346
3;519;506;594;1466952280.557251
3;551;522;620;1466952280.5778348
3;543;512;622;1466952280.598385
3;539;500;606;1466952280.6189628
3;549;500;600;1466952280.6392856
3;588;514;620;1466952280.659402
3;617;530;624;1466952280.6796114
3;619;532;626;1466952280.6999965
3;608;530;632;1466952280.7203684
3;591;536;634;1466952280.7408519
3;567;546;634;1466952280.7612584
3;520;542;634;1466952280.7817564
3;476;544;586;1466952280.8023496
3;394;510;610;1466952280.8228939
3;410;510;636;1466952280.8433452
3;386;512;622;1466952280.8636143
3;393;514;598;1466952280.884312
3;386;510;592;1466952280.9044924
3;389;510;592;1466952280.9248068
3;400;508;606;1466952280.9452007
3;408;506;618;1466952280.9654539
3;424;510;618;1466952280.9859192
3;422;512;612;1466952281.006432
3;448;516;608;1466952281.026708
3;481;524;614;1466952281.0472062
3;502;530;620;1466952281.0677044
3;502;524;616;1466952281.087893
3;511;526;614;1466952281.1086583
3;550;534;618;1466952281.1290019
3;578;536;624;1466952281.1492057
3;597;532;616;1466952281.1693568
3;607;526;602;1466952281.1895726
3;621;522;616;1466952281.209715
3;643;526;618;1466952281.230041
3;667;532;616;1466952281.25041
3;665;534;606;1466952281.270797
3;645;528;606;1466952281.2908843
3;639;518;608;1466952281.3112285
3;634;524;614;1466952281.3316834
3;630;540;618;1466952281.3522978
3;597;536;616;1466952281.3728554
3;578;532;624;1466952281.3930576
3;565;536;630;1466952281.4136262
3;546;546;626;1466952281.434282
3;515;552;630;1466952281.454393
3;478;554;628;1466952281.4745862
3;449;546;634;1466952281.4947484
3;435;536;628;1466952281.5150983
3;429;534;612;1466952281.535506
3;401;526;604;1466952281.5559077
3;373;516;622;1466952281.5763595
3;377;516;636;1466952281.5966792
3;377;518;628;1466952281.6171072
3;372;510;620;1466952281.637454
3;370;500;614;1466952281.6581445
3;381;496;612;1466952281.679218
3;404;504;624;1466952281.6993678
3;428;514;614;1466952281.7194707
3;440;518;608;1466952281.7396746
3;451;520;614;1466952281.7599747
3;478;526;618;1466952281.7803645
3;500;530;608;1466952281.800822
3;497;534;612;1466952281.8213449
3;531;544;624;1466952281.8417082
3;560;546;628;1466952281.8621707
3;584;544;626;1466952281.8826106
3;582;538;622;1466952281.9029896
3;601;528;616;1466952281.9235048
3;623;526;624;1466952281.9444342
3;658;536;620;1466952281.9646513
3;686;540;614;1466952281.9847107
3;687;544;612;1466952282.005249
3;689;550;610;1466952282.025294
3;678;550;608;1466952282.0457327
3;642;548;618;1466952282.0661242
3;615;544;622;1466952282.086508
3;590;546;624;1466952282.1070776
3;564;548;620;1466952282.1272168
3;541;548;626;1466952282.147726
3;509;546;634;1466952282.1680772
3;486;544;634;1466952282.18838
3;457;534;650;1466952282.2091253
3;416;520;632;1466952282.229325
3;388;518;624;1466952282.249691
3;373;518;628;1466952282.269933
3;381;518;636;1466952282.2902796
3;378;518;632;1466952282.3106794
3;345;508;622;1466952282.330957
3;361;504;624;1466952282.351417
3;377;498;618;1466952282.37171
3;392;498;608;1466952282.3922164
3;403;504;592;1466952282.4127023
3;407;506;590;1466952282.4330416
3;448;518;608;1466952282.4533584
3;470;526;610;1466952282.4742627
3;484;522;604;1466952282.494479
3;486;524;598;1466952282.5146832
3;505;530;618;1466952282.5350316
3;542;538;636;1466952282.5553415
3;560;538;634;1466952282.5757976
3;576;536;618;1466952282.5960183
3;591;534;612;1466952282.6162958
3;614;534;622;1466952282.6368682
3;640;538;632;1466952282.657552
3;656;544;628;1466952282.678256
3;662;540;624;1466952282.6989825
3;672;536;616;1466952282.71909
3;672;544;620;1466952282.7393973
3;664;548;622;1466952282.759576
3;620;532;618;1466952282.779813
3;609;528;612;1466952282.8000157
3;594;534;612;1466952282.8206162
3;553;536;622;1466952282.8410935
3;551;546;624;1466952282.8611596
3;509;546;632;1466952282.8816953
3;467;534;630;1466952282.9023504
3;445;518;616;1466952282.922552
3;457;522;614;1466952282.9430554
3;447;522;636;1466952282.9631937
3;433;518;642;1466952282.983751
3;408;512;630;1466952283.0041797
3;382;504;632;1466952283.024453
3;399;504;638;1466952283.0445864
3;401;512;634;1466952283.0648265
3;388;508;634;1466952283.085222
3;390;500;614;1466952283.105563
3;405;500;606;1466952283.125772
3;427;506;606;1466952283.1460412
3;435;510;608;1466952283.166326
3;451;514;604;1466952283.1867077
3;467;516;602;1466952283.206838
3;479;520;608;1466952283.2270303
3;502;528;614;1466952283.2471733
3;509;528;616;1466952283.2673414
3;521;526;622;1466952283.2874618
3;556;536;624;1466952283.3076105
3;592;540;640;1466952283.327866
3;621;536;626;1466952283.3482177
3;615;524;606;1466952283.3684168
3;620;520;618;1466952283.388681
3;651;526;628;1466952283.4088814
3;664;528;620;1466952283.4290423
3;672;536;612;1466952283.44912
3;657;530;610;1466952283.4691777
3;646;532;614;1466952283.4892056
3;628;540;614;1466952283.5092304
3;601;536;618;1466952283.5293295
3;566;524;616;1466952283.549433
3;544;534;628;1466952283.5695448
3;531;544;642;1466952283.5896716
3;499;536;636;1466952283.6098459
3;465;528;628;1466952283.629941
3;442;522;628;1466952283.6500242
3;438;514;636;1466952283.6702046
3;442;516;632;1466952283.690384
3;419;514;616;1466952283.7106411
3;392;510;616;1466952283.7307613
3;395;514;624;1466952283.7510893
3;393;514;630;1466952283.7712078
3;389;510;618;1466952283.7913823
3;385;498;616;1466952283.8115573
3;383;492;618;1466952283.8318799
3;401;500;604;1466952283.8519685
3;426;508;610;1466952283.8721712
3;448;512;614;1466952283.8923535
3;455;510;610;1466952283.9124863
3;461;514;610;1466952283.933137
3;488;520;614;1466952283.953734
3;504;526;626;1466952283.97398
3;512;532;634;1466952283.9942503
3;536;538;634;1466952284.0143921
3;557;532;624;1466952284.034491
3;569;528;606;1466952284.0546439
3;587;528;618;1466952284.074717
3;609;530;630;1466952284.095015
3;626;532;616;1466952284.1152525
3;647;534;606;1466952284.1356025
3;652;528;610;1466952284.1560235
3;662;534;616;1466952284.1761236
3;672;544;620;1466952284.196619
3;652;544;612;1466952284.2169175
3;623;534;608;1466952284.237394
3;604;530;610;1466952284.2577858
3;579;534;606;1466952284.2781448
3;555;536;618;1466952284.298917
3;520;526;622;1466952284.3192203
3;492;520;636;1466952284.3395402
3;476;522;642;1466952284.359593
3;466;524;648;1466952284.379829
3;468;528;644;1466952284.400133
3;429;514;622;1466952284.4203308
3;412;508;618;1466952284.4427466
3;422;512;622;1466952284.463264
3;426;516;622;1466952284.483922
3;391;504;620;1466952284.5043762
3;395;500;624;1466952284.5245001
3;405;500;618;1466952284.5445993
3;409;498;612;1466952284.5647528
3;420;502;610;1466952284.5849352
3;427;504;610;1466952284.6052322
3;439;512;612;1466952284.6256285
3;455;518;622;1466952284.6460783
3;469;524;622;1466952284.6668735
3;480;524;620;1466952284.6874864
3;481;526;618;1466952284.708058
3;496;534;628;1466952284.72872
3;527;540;638;1466952284.7491589
3;537;532;628;1466952284.7695694
3;532;518;614;1466952284.7896826
3;555;522;624;1466952284.8097289
3;585;524;618;1466952284.8300319
3;607;530;618;1466952284.850407
3;634;534;614;1466952284.8706708
3;641;532;610;1466952284.8911574
3;653;534;614;1466952284.9114842
3;666;536;606;1466952284.9320493
3;663;540;606;1466952284.9526882
3;646;536;610;1466952284.9733763
3;614;526;612;1466952284.9936976
3;596;528;616;1466952285.0142133
3;584;532;626;1466952285.0344586
3;559;530;622;1466952285.0545113
3;528;528;626;1466952285.074619
3;506;526;646;1466952285.094667
3;499;524;650;1466952285.1147149
3;501;526;640;1466952285.1350505
3;494;524;626;1466952285.1553607
3;466;518;618;1466952285.1756887
3;463;524;616;1466952285.196143
3;445;528;616;1466952285.2165234
3;439;528;620;1466952285.236891
3;423;524;630;1466952285.2573333
3;362;502;630;1466952285.2777364
3;376;500;632;1466952285.2979639
3;384;494;630;1466952285.3184428
3;389;496;618;1466952285.3390553
3;408;502;614;1466952285.3595254
3;422;502;616;1466952285.3795805
3;446;506;620;1466952285.39978
3;466;512;622;1466952285.4201427
3;464;508;614;1466952285.4405723
3;478;512;624;1466952285.461021
3;499;516;628;1466952285.481375
3;511;526;622;1466952285.501783
3;537;534;620;1466952285.522124
3;560;536;624;1466952285.542798
3;559;526;622;1466952285.5633984
3;578;524;624;1466952285.584099
3;586;526;620;1466952285.6044958
3;606;528;624;1466952285.6246285
3;628;532;628;1466952285.644665
3;626;526;618;1466952285.6648664
3;628;524;602;1466952285.6851926
3;639;526;606;1466952285.705596
3;628;520;602;1466952285.7260282
3;622;522;606;1466952285.746472
3;610;522;614;1466952285.7669039
3;598;520;610;1466952285.7871673
3;606;532;620;1466952285.8072956
3;578;542;628;1466952285.827962
3;556;544;636;1466952285.848613
3;532;540;634;1466952285.8692684
3;505;534;630;1466952285.8895636
3;471;526;630;1466952285.9096594
3;457;516;630;1466952285.929855
3;439;508;632;1466952285.9502146
3;433;508;630;1466952285.9705858
3;426;508;626;1466952285.990802
3;427;510;630;1466952286.0112538
3;403;508;626;1466952286.0317214
3;398;506;630;1466952286.051985
3;407;506;624;1466952286.0724173
3;406;502;612;1466952286.0928116
3;407;500;612;1466952286.1134555
3;406;492;612;1466952286.1340773
3;423;498;610;1466952286.1545122
3;443;508;614;1466952286.1746542
3;456;516;618;1466952286.194822
3;473;520;626;1466952286.215072
3;486;522;616;1466952286.2354078
3;495;526;620;1466952286.2557344
3;492;522;626;1466952286.2761967
3;525;532;634;1466952286.2967157
3;548;536;622;1466952286.3171139
3;568;536;614;1466952286.3374877
3;597;544;620;1466952286.357924
3;608;540;622;1466952286.3781614
3;633;536;612;1466952286.3990655
3;645;534;612;1466952286.4192882
3;657;536;612;1466952286.4395278
3;647;528;616;1466952286.4596126
3;638;526;608;1466952286.4796855
3;616;522;608;1466952286.499883
3;604;518;612;1466952286.5200741
3;585;516;606;1466952286.5404298
3;574;522;616;1466952286.5608203
3;558;526;620;1466952286.5811367
3;549;534;630;1466952286.601443
3;550;538;624;1466952286.621833
3;527;540;624;1466952286.6423724
3;492;530;628;1466952286.6632247
3;485;526;626;1466952286.6833832
3;486;528;616;1466952286.703521
3;458;532;626;1466952286.7239134
3;432;522;642;1466952286.7442415
3;431;512;638;1466952286.764413
3;430;512;630;1466952286.7846289
3;406;504;622;1466952286.8047247
3;411;502;626;1466952286.8248825
3;414;498;620;1466952286.8452394
3;409;490;610;1466952286.8656073
3;420;492;612;1466952286.8859599
3;425;496;614;1466952286.906426
3;438;500;616;1466952286.926909
3;454;504;618;1466952286.9473495
3;454;504;616;1466952286.9677866
3;469;514;610;1466952286.987984
3;489;524;620;1466952287.008417
3;486;522;620;1466952287.0291674
3;509;524;626;1466952287.049543
3;522;526;616;1466952287.0698636
3;534;526;616;1466952287.0900471
3;543;520;618;1466952287.1103787
3;563;524;618;1466952287.1307182
3;584;526;610;1466952287.1509883
3;592;524;608;1466952287.1714122
3;612;528;620;1466952287.1918924
3;620;530;620;1466952287.2122424
3;625;532;616;1466952287.2329116
3;639;536;620;1466952287.2534661
3;630;532;618;1466952287.2741542
3;626;534;618;1466952287.2945194
3;611;530;610;1466952287.314679
3;590;526;608;1466952287.3348236
3;577;528;616;1466952287.3549974
3;557;522;616;1466952287.3753192
3;543;522;616;1466952287.3956807
3;519;518;620;1466952287.4160197
3;511;518;630;1466952287.4361236
3;515;524;636;1466952287.4563107
3;493;522;630;1466952287.4766912
3;466;518;624;1466952287.4971843
3;463;518;632;1466952287.5178263
3;455;514;628;1466952287.5384662
3;438;512;626;1466952287.558964
3;409;506;620;1466952287.5798218
3;398;504;620;1466952287.6001313
3;405;498;622;1466952287.6205344
3;406;494;618;1466952287.6409962
3;404;490;608;1466952287.6613834
3;409;492;606;1466952287.6815784
3;420;496;612;1466952287.7018888
3;438;502;618;1466952287.7224286
3;448;504;616;1466952287.7428794
3;451;508;612;1466952287.7634277
3;468;514;620;1466952287.783763
3;480;518;614;1466952287.8039026
3;498;524;614;1466952287.824161
3;511;528;624;1466952287.8443384
3;522;526;628;1466952287.86437
3;540;526;628;1466952287.8844125
3;551;526;622;1466952287.9045634
3;563;526;620;1466952287.924691
3;575;526;624;1466952287.9448445
3;596;526;628;1466952287.965025
3;603;522;628;1466952287.985296
3;609;522;616;1466952288.0054152
3;620;524;618;1466952288.0256414
3;625;524;620;1466952288.0458822
3;633;526;616;1466952288.0660148
3;629;528;600;1466952288.08622
3;609;524;604;1466952288.1064055
3;601;522;612;1466952288.1265574
3;590;518;608;1466952288.1468725
3;581;526;602;1466952288.167095
3;553;526;618;1466952288.1874337
3;535;524;628;1466952288.207568
3;523;518;638;1466952288.2276893
3;504;508;630;1466952288.2481272
3;473;500;628;1466952288.2682345
3;475;510;626;1466952288.2886534
3;485;524;632;1466952288.3088143
3;483;532;628;1466952288.3289769
3;457;526;622;1466952288.3491616
3;446;522;618;1466952288.3693216
3;437;514;614;1466952288.3893905
3;421;504;620;1466952288.4094245
3;419;506;626;1466952288.4294481
3;405;500;620;1466952288.4495378
3;417;502;610;1466952288.4696417
3;424;504;612;1466952288.489756
3;429;504;620;1466952288.5099337
3;425;500;616;1466952288.5302474
3;433;504;610;1466952288.5506296
3;457;514;620;1466952288.5710118
3;467;516;624;1466952288.5912943
3;470;514;628;1466952288.6116552
3;480;518;620;1466952288.6319878
3;492;522;612;1466952288.6520998
3;524;532;626;1466952288.6722422
3;542;534;630;1466952288.6926637
3;550;536;626;1466952288.7132351
3;570;532;618;1466952288.7338595
3;585;528;616;1466952288.7545536
3;615;534;626;1466952288.774731
3;619;534;618;1466952288.794775
3;614;532;608;1466952288.814971
3;602;522;610;1466952288.835316
3;585;512;612;1466952288.855666
